date,year,monthly_wet_bulb_temperature,temp_mean_daily_min,maximum_rainfall_in_a_day,no_of_rainy_days,total_rainfall,mean_sunshine_hrs,mean_relative_humidity,mean_sea_level_RLR
2001-10-01,2001,25.423387096774192,24.7,77.2,20.0,252.2,4.4,83.7,7166.0
2001-11-01,2001,25.157083333333333,24.7,102.6,15.0,175.3,3.7,84.9,7221.0
2001-12-01,2001,24.94233870967742,24.1,211.1,20.0,609.0,4.5,86.8,7223.0
2002-01-01,2002,24.83279569892473,24.5,83.8,11.0,221.2,6.9,83.6,7103.0
2002-02-01,2002,24.705357142857142,24.5,41.7,2.0,50.8,7.4,80.9,7091.0
2002-03-01,2002,25.528494623655916,25.1,26.4,8.0,55.6,7.6,80.8,7046.0
2002-04-01,2002,26.13722222222222,25.6,39.4,13.0,116.5,6.6,82.3,7043.0
2002-05-01,2002,26.417473118279567,26.1,75.9,13.0,236.6,6.2,82.3,7072.0
2002-06-01,2002,26.222638888888888,26.0,45.8,12.0,83.1,6.3,82.1,7060.0
2002-07-01,2002,26.05510752688172,25.5,69.5,11.0,233.7,6.8,82.7,7048.0
2002-08-01,2002,25.624193548387098,25.6,17.8,14.0,54.2,6.7,79.2,7060.0
2002-09-01,2002,25.545555555555556,25.1,38.9,9.0,124.2,5.5,81.7,7035.0
2002-10-01,2002,25.838306451612905,25.7,3.2,7.0,10.8,6.2,79.8,7088.0
2002-11-01,2002,25.49833333333333,24.5,84.0,15.0,307.2,4.6,85.8,7129.0
2002-12-01,2002,25.680779569892472,24.7,38.6,24.0,255.0,4.8,88.7,7151.0
2003-01-01,2003,24.92970430107527,24.4,194.4,20.0,444.2,4.7,86.9,7177.0
2003-02-01,2003,25.087648809523813,24.4,82.2,13.0,172.9,5.8,85.0,7119.0
2003-03-01,2003,25.84704301075269,25.2,38.3,11.0,154.6,6.9,83.8,7070.0
2003-04-01,2003,26.094305555555557,25.3,42.9,20.0,159.9,5.1,86.7,7018.0
2003-05-01,2003,26.612903225806452,26.5,33.0,11.0,81.8,5.8,81.7,7063.0
2003-06-01,2003,25.94916666666667,26.0,23.2,12.0,50.3,7.0,78.5,7012.0
2003-07-01,2003,25.634543010752687,25.1,30.9,14.0,170.4,5.6,81.7,6987.0
2003-08-01,2003,25.924865591397847,25.5,64.4,13.0,193.6,6.1,83.1,7051.0
2003-09-01,2003,25.566666666666666,24.8,60.0,15.0,205.3,5.0,84.8,7064.0
2003-10-01,2003,25.548521505376343,24.5,56.6,21.0,351.4,5.1,84.9,7178.0
2003-11-01,2003,25.443055555555556,24.7,41.3,19.0,133.8,4.2,87.3,7197.0
2003-12-01,2003,24.87150537634409,24.3,92.1,17.0,273.0,3.9,87.2,7243.0
2004-01-01,2004,25.08225806451613,24.2,177.8,13.0,600.9,6.7,86.7,7101.0
2004-02-01,2004,24.958189655172415,24.7,19.2,4.0,31.9,7.7,80.5,7049.0
2004-03-01,2004,25.739919354838708,24.7,122.8,16.0,269.4,4.8,85.8,7036.0
2004-04-01,2004,26.369027777777777,26.1,18.1,9.0,57.1,7.0,82.3,7032.0
2004-05-01,2004,26.447580645161292,26.4,73.4,13.0,137.6,6.0,82.1,7095.0
2004-06-01,2004,26.183611111111112,26.1,68.1,8.0,127.2,6.3,79.8,7070.0
2004-07-01,2004,25.38817204301075,24.5,34.3,20.0,166.6,4.2,85.3,7049.0
2004-08-01,2004,25.537365591397847,25.4,111.5,8.0,185.2,7.3,80.3,7004.0
2004-09-01,2004,25.570277777777775,25.0,29.1,14.0,128.9,5.9,83.6,7068.0
2004-10-01,2004,25.57338709677419,25.0,25.3,13.0,125.6,5.0,83.9,7135.0
2004-11-01,2004,25.41375,24.6,62.4,15.0,166.2,5.8,86.1,7153.0
2004-12-01,2004,24.87244623655914,24.5,36.4,14.0,139.8,4.9,85.2,7162.0
2005-01-01,2005,24.395967741935483,23.9,96.7,8.0,163.2,6.5,83.3,7119.0
2005-02-01,2005,25.330357142857142,25.3,7.2,3.0,8.4,9.1,77.7,7026.0
2005-03-01,2005,25.70577956989247,25.4,20.5,12.0,82.4,7.2,80.3,7019.0
2005-04-01,2005,26.036805555555556,25.7,49.6,10.0,81.7,7.0,81.0,7016.0
2005-05-01,2005,26.366532258064517,25.2,58.7,20.0,331.1,5.5,84.6,7031.0
2005-06-01,2005,26.405694444444443,26.1,27.6,15.0,82.3,5.4,82.7,7047.0
2005-07-01,2005,25.849865591397847,25.2,26.3,15.0,104.0,5.4,84.0,7034.0
2005-08-01,2005,25.900134408602153,25.5,13.8,13.0,58.5,6.5,82.9,7008.0
2005-09-01,2005,25.996111111111112,25.2,43.4,18.0,175.7,6.2,84.2,7096.0
2005-10-01,2005,25.58185483870968,24.7,76.2,19.0,314.5,5.1,85.2,7131.0
2005-11-01,2005,25.43236111111111,24.4,133.8,23.0,362.9,4.4,86.4,7194.0
2005-12-01,2005,25.326478494623657,24.6,47.3,19.0,166.0,4.5,85.6,7240.0
2006-01-01,2006,24.865591397849464,24.1,131.7,20.0,454.4,4.8,87.8,7185.0
2006-02-01,2006,25.37842261904762,24.8,44.5,8.0,115.5,7.4,84.0,7109.0
2006-03-01,2006,25.692204301075268,25.2,35.7,9.0,83.1,7.1,81.3,7069.0
2006-04-01,2006,25.854444444444447,24.8,43.3,18.0,239.8,5.3,87.0,7055.0
2006-05-01,2006,26.103629032258063,25.4,36.6,14.0,205.7,5.0,85.2,7076.0
2006-06-01,2006,25.99152777777778,25.1,37.3,16.0,236.8,5.5,86.3,7008.0
2006-07-01,2006,26.21155913978495,25.7,54.8,15.0,153.8,6.9,83.8,7017.0
2006-08-01,2006,25.854569892473116,25.5,30.4,14.0,127.3,6.7,81.9,7015.0
2006-09-01,2006,25.40486111111111,25.4,32.2,12.0,83.3,5.3,81.0,7030.0
2006-10-01,2006,25.69327956989247,25.4,37.8,8.0,102.0,4.8,80.9,7084.0
2006-11-01,2006,25.550416666666667,24.5,64.0,18.0,185.6,5.6,87.4,7080.0
2006-12-01,2006,25.12217741935484,24.3,198.0,22.0,765.9,3.2,88.5,7152.0
2007-01-01,2007,24.72083333333333,24.2,143.8,20.0,450.1,4.1,86.8,7153.0
2007-02-01,2007,24.870535714285715,24.5,51.4,3.0,105.5,7.6,82.5,7013.0
2007-03-01,2007,25.42043010752688,24.6,68.8,21.0,269.1,5.8,84.9,7039.0
2007-04-01,2007,26.00986111111111,25.2,102.4,14.0,240.2,5.9,84.7,7068.0
2007-05-01,2007,26.221236559139783,25.3,21.9,16.0,127.2,5.5,84.8,7050.0
2007-06-01,2007,26.059583333333336,25.4,38.0,12.0,139.0,6.0,82.8,7021.0
2007-07-01,2007,25.697580645161292,25.1,23.0,19.0,141.7,3.8,84.8,7006.0
2007-08-01,2007,25.4252688172043,25.0,55.9,20.0,190.7,5.7,82.9,7016.0
2007-09-01,2007,25.593194444444443,25.0,52.1,13.0,149.0,5.8,83.3,7036.0
2007-10-01,2007,25.488575268817204,24.9,51.8,16.0,237.2,5.6,83.2,7112.0
2007-11-01,2007,25.105833333333333,24.0,60.1,21.0,367.9,3.5,86.5,7264.0
2007-12-01,2007,24.704301075268816,24.1,159.0,20.0,468.6,4.5,86.8,7207.0
2008-01-01,2008,24.903360215053763,24.3,123.1,19.0,262.6,6.1,86.0,7185.0
2008-02-01,2008,24.427298850574715,24.0,48.5,8.0,129.2,5.5,82.9,7164.0
2008-03-01,2008,24.830510752688173,24.0,48.1,16.0,294.1,4.3,87.1,7119.0
2008-04-01,2008,25.641805555555553,25.1,34.2,13.0,87.2,6.0,82.0,7116.0
2008-05-01,2008,25.849596774193547,26.0,42.3,11.0,124.9,6.6,79.1,7105.0
2008-06-01,2008,25.66333333333333,25.3,45.2,12.0,118.3,5.6,81.5,7018.0
2008-07-01,2008,25.311155913978496,25.1,23.5,15.0,89.1,4.9,81.3,7021.0
2008-08-01,2008,25.284408602150535,24.7,133.9,18.0,327.3,5.5,83.8,7063.0
2008-09-01,2008,25.344722222222224,24.6,43.5,18.0,164.4,5.1,82.7,7074.0
2008-10-01,2008,25.546505376344083,25.0,41.6,19.0,159.5,4.5,84.9,7155.0
2008-11-01,2008,25.379583333333333,24.5,63.3,16.0,324.3,4.0,85.9,7254.0
2008-12-01,2008,24.690591397849463,24.3,52.0,17.0,244.2,4.8,83.7,7276.0
2009-01-01,2009,23.982795698924733,24.2,36.0,5.0,38.3,6.6,79.1,7213.0
2009-02-01,2009,24.64627976190476,24.2,74.2,8.0,201.8,6.4,80.7,7087.0
2009-03-01,2009,25.2,24.1,56.3,19.0,223.3,5.5,85.4,7078.0
2009-04-01,2009,26.000694444444445,25.4,86.6,12.0,183.7,6.2,82.2,7090.0
2009-05-01,2009,26.366666666666667,25.3,41.3,17.0,198.6,6.6,83.0,7120.0
2009-06-01,2009,26.281666666666666,26.2,5.8,8.0,21.8,7.0,79.8,7090.0
2009-07-01,2009,25.6002688172043,25.3,24.4,16.0,161.0,6.2,80.8,7017.0
2009-08-01,2009,25.64354838709677,25.6,35.5,12.0,177.8,6.5,80.7,7058.0
2009-09-01,2009,25.86611111111111,25.5,63.0,13.0,109.6,5.6,82.0,7082.0
2009-10-01,2009,25.861424731182797,25.2,38.4,15.0,133.4,5.4,82.8,7156.0
2009-11-01,2009,25.274583333333336,24.8,61.4,23.0,281.8,4.7,85.6,7200.0
2009-12-01,2009,25.261693548387097,24.6,42.6,18.0,189.8,4.7,86.3,7186.0
2010-01-01,2010,25.016397849462365,24.4,24.5,10.0,69.5,7.1,82.1,7164.0
2010-02-01,2010,25.641964285714288,25.5,2.9,4.0,6.3,8.8,77.3,7078.0
2010-03-01,2010,25.731989247311827,25.1,57.6,11.0,238.0,6.1,79.9,7104.0
2010-04-01,2010,26.349444444444444,25.0,40.0,18.0,158.5,6.2,84.1,7114.0
2010-05-01,2010,26.713575268817205,25.9,90.5,17.0,157.5,6.5,82.2,7108.0
2010-06-01,2010,26.11875,25.2,43.0,19.0,240.5,5.1,83.9,7081.0
2010-07-01,2010,25.6497311827957,24.6,121.1,18.0,298.5,4.6,84.8,7097.0
2010-08-01,2010,25.741263440860216,24.6,60.2,16.0,158.4,5.4,84.2,7115.0
2010-09-01,2010,25.610833333333332,24.9,28.0,13.0,121.5,5.7,82.5,7143.0
2010-10-01,2010,25.80282258064516,25.1,58.1,17.0,166.2,4.2,82.3,7280.0
2010-11-01,2010,25.448611111111113,24.2,41.6,21.0,278.8,5.0,85.9,7309.0
2010-12-01,2010,24.836290322580645,23.9,85.8,14.0,181.4,3.6,85.3,7311.0
2011-01-01,2011,24.433467741935484,23.5,216.2,17.0,513.2,4.5,85.8,7299.0
2011-02-01,2011,24.69151785714286,24.1,17.4,8.0,23.0,7.5,81.1,7182.0
2011-03-01,2011,25.072311827956987,23.9,54.0,22.0,256.6,4.6,85.5,7189.0
2011-04-01,2011,25.689999999999998,24.6,61.8,12.0,217.8,7.2,83.9,7144.0
2011-05-01,2011,26.479166666666668,25.2,34.2,15.0,127.0,5.9,85.3,7112.0
2011-06-01,2011,26.13875,25.2,82.0,15.0,213.0,5.0,83.7,7073.0
2011-07-01,2011,26.110483870967744,25.5,30.0,7.0,76.6,7.8,81.3,7071.0
2011-08-01,2011,25.56048387096774,25.6,30.2,13.0,81.4,6.1,82.6,7083.0
2011-09-01,2011,25.50986111111111,25.1,40.4,14.0,136.4,5.1,82.7,7068.0
2011-10-01,2011,25.508198924731182,24.7,54.0,20.0,216.8,5.3,87.4,7186.0
2011-11-01,2011,25.45347222222222,24.6,78.6,24.0,377.8,4.6,87.8,7223.0
2011-12-01,2011,25.062634408602147,24.5,87.4,21.0,284.6,3.3,88.4,7333.0
2012-01-01,2012,25.007930107526885,24.3,26.2,16.0,106.1,6.0,87.3,7250.0
2012-02-01,2012,25.257183908045977,24.8,38.4,11.0,83.6,7.0,85.6,7169.0
2012-03-01,2012,25.314247311827955,24.4,92.3,21.0,313.4,4.2,87.3,7183.0
2012-04-01,2012,25.57111111111111,24.8,48.4,20.0,260.6,5.8,85.1,7106.0
2012-05-01,2012,25.842473118279568,24.8,79.2,19.0,292.0,5.6,83.1,7130.0
2012-06-01,2012,25.799305555555556,26.3,38.2,8.0,53.0,6.0,79.0,7105.0
2012-07-01,2012,25.18494623655914,25.3,35.4,17.0,130.8,6.2,81.1,7083.0
2012-08-01,2012,25.202016129032256,25.4,31.0,12.0,119.0,6.1,79.8,7097.0
2012-09-01,2012,25.150555555555556,25.3,35.8,10.0,107.6,5.6,79.7,7117.0
2012-10-01,2012,25.155779569892474,25.2,22.6,13.0,122.2,5.9,81.3,7205.0
2012-11-01,2012,25.138472222222223,24.7,49.2,22.0,208.2,4.4,85.4,7219.0
2012-12-01,2012,24.978494623655912,24.4,78.8,22.0,363.4,3.6,87.0,7262.0
2013-01-01,2013,24.62849462365591,24.6,73.0,15.0,262.0,6.0,82.1,7257.0
2013-02-01,2013,24.79285714285714,24.3,95.2,22.0,395.2,4.0,86.9,7209.0
2013-03-01,2013,25.5497311827957,25.6,29.6,10.0,85.8,7.5,80.4,7135.0
2013-04-01,2013,25.81625,25.3,41.6,19.0,159.4,5.2,82.7,7168.0
2013-05-01,2013,25.848387096774193,25.6,46.2,17.0,211.4,5.4,83.1,7170.0
2013-06-01,2013,25.30388888888889,25.9,22.4,12.0,111.4,6.4,74.6,7149.0
2013-07-01,2013,25.04193548387097,25.2,37.4,15.0,174.6,5.7,79.9,7115.0
2013-08-01,2013,25.04422043010753,25.1,43.2,15.0,165.6,6.1,79.0,7101.0
2013-09-01,2013,25.012916666666666,24.8,52.6,19.0,257.0,4.6,81.3,7130.0
2013-10-01,2013,24.95766129032258,24.6,139.8,19.0,285.4,6.3,79.9,7223.0
2013-11-01,2013,25.066666666666666,24.5,44.0,22.0,292.4,4.5,84.6,7231.0
2013-12-01,2013,24.609139784946237,24.1,119.8,21.0,348.2,3.5,85.8,7313.0
2014-01-01,2014,23.391129032258064,24.0,31.2,5.0,75.4,5.3,78.5,7200.0
2014-02-01,2014,23.708333333333332,24.5,0.2,1.0,0.2,8.8,74.5,7126.0
2014-03-01,2014,24.54462365591398,25.1,52.6,6.0,66.0,8.0,76.0,7079.0
2014-04-01,2014,25.461805555555557,25.5,28.8,17.0,110.0,5.7,80.0,7084.0
2014-05-01,2014,25.811424731182797,25.8,22.2,18.0,125.8,5.8,80.2,7100.0
2014-06-01,2014,25.880972222222223,26.3,18.8,11.0,71.4,6.0,77.5,7092.0
2014-07-01,2014,25.704704301075267,25.8,29.0,15.0,148.6,5.5,78.3,7110.0
2014-08-01,2014,24.933198924731183,25.2,44.2,20.0,241.0,4.5,79.7,7095.0
2014-09-01,2014,25.079583333333332,25.7,34.6,9.0,83.6,7.0,75.6,7097.0
2014-10-01,2014,25.170295698924733,25.7,32.8,10.0,120.0,6.0,77.0,7181.0
2014-11-01,2014,25.094722222222224,24.8,64.4,23.0,250.8,5.4,82.4,7222.0
2014-12-01,2014,24.71545698924731,24.7,48.2,17.0,245.6,3.7,82.6,7262.0
2015-01-01,2015,23.8377688172043,24.6,33.6,6.0,79.6,7.4,77.6,7248.0
2015-02-01,2015,23.633035714285715,24.4,10.8,6.0,18.8,7.3,75.4,7130.0
2015-03-01,2015,24.765860215053763,25.5,46.0,5.0,84.4,7.3,75.8,7086.0
2015-04-01,2015,25.373055555555553,25.9,18.8,13.0,73.2,7.2,77.1,7064.0
2015-05-01,2015,25.795564516129033,26.4,22.2,12.0,89.0,5.8,78.9,7041.0
2015-06-01,2015,25.58625,26.6,28.4,10.0,95.8,6.7,75.8,7033.0
2015-07-01,2015,25.54422043010753,26.7,45.8,13.0,116.8,7.1,74.9,7031.0
2015-08-01,2015,25.17755376344086,26.0,63.2,11.0,185.8,6.1,76.7,7043.0
2015-09-01,2015,25.183611111111112,26.5,18.4,8.0,61.6,4.3,75.0,7047.0
2015-10-01,2015,25.2127688172043,26.1,28.6,9.0,87.2,4.7,75.4,7102.0
2015-11-01,2015,25.090416666666666,25.5,25.8,13.0,72.6,4.8,79.1,7127.0
2015-12-01,2015,25.13037634408602,25.0,40.4,19.0,302.3,5.3,81.1,7231.0
2016-01-01,2016,25.472580645161287,26.0,39.6,15.0,126.6,7.2,79.6,7161.0
2016-02-01,2016,24.938505747126438,25.6,71.8,10.0,186.0,6.5,78.8,7209.0
2016-03-01,2016,25.40456989247312,26.6,2.4,6.0,6.2,8.0,74.7,7109.0
2016-04-01,2016,25.945277777777775,26.7,18.2,14.0,89.8,7.0,75.6,7057.0
2016-05-01,2016,26.075806451612905,26.5,54.8,12.0,193.8,6.2,77.4,7119.0
2016-06-01,2016,25.419166666666666,26.1,67.8,13.0,162.8,5.4,77.7,7104.0
2016-07-01,2016,25.259543010752687,25.8,59.4,20.0,168.6,6.3,77.3,7102.0
2016-08-01,2016,25.236155913978497,26.2,30.6,15.0,139.2,6.7,74.0,7071.0
2016-09-01,2016,24.610138888888887,25.1,34.0,15.0,118.9,5.5,73.9,7137.0
2016-10-01,2016,24.35282258064516,25.2,75.4,16.0,181.0,4.6,72.0,7146.0
2016-11-01,2016,24.353194444444444,24.9,65.6,20.0,290.2,3.5,77.6,7212.0
2016-12-01,2016,23.570833333333333,24.7,73.0,23.0,292.6,5.1,72.8,7265.0
2017-01-01,2017,24.893010752688173,24.7,60.6,21.0,197.6,4.8,84.8,7249.0
2017-02-01,2017,24.679464285714282,24.7,31.0,15.0,158.4,7.1,83.2,7187.0
2017-03-01,2017,24.988440860215057,24.9,30.2,11.0,136.2,6.1,82.5,7118.0
2017-04-01,2017,25.54638888888889,25.0,42.8,21.0,208.6,5.3,83.5,7100.0
2017-05-01,2017,26.114650537634407,25.9,44.8,15.0,190.0,5.9,82.8,7084.0
2017-06-01,2017,25.75847222222222,25.9,29.6,10.0,106.0,6.3,80.2,7084.0
2017-07-01,2017,25.50577956989247,26.0,30.2,9.0,79.6,7.0,79.6,7054.0
2017-08-01,2017,25.39059139784946,25.9,29.4,18.0,84.2,6.1,79.9,7093.0
2017-09-01,2017,25.380555555555556,25.4,20.2,19.0,124.4,5.7,81.0,7123.0
2017-10-01,2017,25.47970430107527,25.3,31.2,18.0,120.8,5.5,82.5,7215.0
2017-11-01,2017,25.229999999999997,24.6,45.2,24.0,268.6,4.2,86.3,7250.0
2017-12-01,2017,25.010080645161292,24.6,69.8,23.0,371.2,5.6,85.2,7293.0
2018-01-01,2018,24.34543010752688,24.0,45.8,25.0,287.0,4.1,86.6,7219.0
2018-02-01,2018,24.058630952380952,24.8,13.0,5.0,14.8,8.0,77.2,7183.0
2018-03-01,2018,24.96532258064516,25.4,15.2,10.0,44.6,6.4,78.4,7117.0
2018-04-01,2018,25.470000000000002,25.8,14.0,14.0,61.2,6.8,78.5,7103.0
2018-05-01,2018,25.72244623655914,26.2,47.4,19.0,132.2,5.8,79.0,7088.0
2018-06-01,2018,25.57097222222222,25.6,46.8,17.0,182.6,4.1,79.3,7063.0
2018-07-01,2018,25.403091397849465,26.0,32.4,10.0,143.2,6.1,77.7,7072.0
2018-08-01,2018,25.324596774193548,26.1,34.6,11.0,121.6,6.7,77.0,7099.0
2018-09-01,2018,24.81625,25.3,45.0,13.0,144.4,6.0,77.1,7103.0
2018-10-01,2018,25.083870967741937,25.2,60.6,18.0,234.4,6.1,79.7,7192.0
2018-11-01,2018,25.04638888888889,24.6,20.6,27.0,169.6,3.8,83.2,7228.0
2018-12-01,2018,25.06532258064516,25.3,43.8,19.0,172.6,5.1,81.5,7234.0
2019-01-01,2019,24.605376344086025,25.6,38.2,9.0,63.6,7.1,75.6,7222.0
2019-02-01,2019,24.58169642857143,25.4,13.4,5.0,31.6,9.2,74.1,7112.0
2019-03-01,2019,24.7375,25.6,29.0,6.0,72.2,8.3,72.3,7093.0
2019-04-01,2019,25.502777777777776,25.9,52.4,9.0,174.8,5.9,77.6,7096.0
2019-05-01,2019,26.34193548387097,26.5,17.2,13.0,69.0,7.0,79.2,7123.0
2019-06-01,2019,25.61277777777778,26.1,37.6,16.0,173.8,5.3,79.5,7068.0
2019-07-01,2019,25.546505376344083,26.9,6.6,8.0,12.2,7.5,75.2,7064.0
2019-08-01,2019,25.14758064516129,27.1,3.8,6.0,11.8,7.6,72.1,7040.0
2019-09-01,2019,25.17666666666667,26.6,16.4,4.0,22.8,6.7,73.0,7087.0
2019-10-01,2019,25.08306451612903,25.3,92.2,15.0,176.8,6.5,78.1,7104.0
2019-11-01,2019,25.128194444444443,25.4,73.4,15.0,137.4,5.5,79.2,7174.0
2019-12-01,2019,24.581317204301076,24.6,74.2,14.0,421.5,4.8,83.9,7199.0
2020-01-01,2020,24.690725806451614,25.2,38.0,6.0,88.4,7.1,77.9,7147.0
2020-02-01,2020,24.543390804597703,25.3,23.8,8.0,65.0,8.3,76.0,7179.0
2020-03-01,2020,25.122580645161293,25.9,47.4,8.0,108.8,7.6,75.2,7064.0
2020-04-01,2020,25.509722222222223,26.0,51.8,12.0,188.0,7.1,76.4,7112.0
2020-05-01,2020,26.02405913978495,26.1,53.8,16.0,255.6,5.7,79.1,7109.0
2020-06-01,2020,25.440416666666664,25.5,41.0,21.0,233.8,4.3,80.2,7105.0
2020-07-01,2020,25.021639784946235,25.5,30.4,22.0,140.8,5.7,78.2,7117.0
2020-08-01,2020,25.113844086021505,25.9,34.6,12.0,103.4,6.4,76.8,7108.0
2020-10-01,2020,24.916263440860217,25.6,19.0,16.0,78.8,4.3,75.4,7259.0
2020-11-01,2020,24.803055555555556,25.0,64.2,19.0,220.6,4.0,81.7,7261.0
2020-12-01,2020,24.651612903225807,24.5,58.2,20.0,253.2,5.2,81.1,7304.0
